files-in-error-series,SXS_BBH_0109_Res5.h5
comparable-simulation,"SXS_BBH_0113_Res3.h5,SXS_BBH_0113_Res4.h5,SXS_BBH_0113_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-8.2427157481299993e-12
f_lower_at_1MSUN,1271.930354960667
spin1z,-0.49954900000000002
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0109
Format,3
LNhaty,-6.1089455922533865e-12
LNhatx,4.1926505137270659e-13
LNhatz,1.0
mean_anomaly,5.6643309999999998
Omega,0.0196817058483
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-9.4426048119999993e-12
spin2y,-8.0449400150100007e-12
spin2z,5.5892726766599996e-07
eccentricity,0.0013125999999999999
nhatz,-2.929982386875495e-12
simulation-type,aligned-spins
nhatx,-0.84326623292893088
nhaty,-0.53749610268526615
mass1,0.83370045249299995
name,SXS:BBH:0109
license,LVC-internal
mass2,0.166667297075
type,NRinjection
Lmax,8
eta,0.13884845928754166
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,190.0
PN_approximant,"none, NR only"
spin1x,2.6892339060200001e-11
