files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.40522018999999998
spin1x,-0.20059305999999999
spin1z,0.21343040999999999
modification-date,2017-06-16
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th090_ph060_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.44149938999999999
LNhatx,0.046971909999999999
LNhatz,0.89603120999999997
mean_anomaly,3.1136187352651454
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.7156568992019707
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0067524981931745623
nhatz,-0.12673809999999999
simulation-type,precessing
nhatx,0.97998943999999999
nhaty,-0.15348667999999999
mass1,0.75
name,GT0657
license,public
mass2,0.25
Omega,0.081198932772436491
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2623.0757014723745
