files-in-error-series,"SXS_BBH_0323_Res1.h5,SXS_BBH_0323_Res2.h5,SXS_BBH_0323_Res3.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-1.4984409683199998e-08
f_lower_at_1MSUN,948.96764969854144
spin1z,0.33003119722099999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0323
Format,3
LNhaty,3.0353846047051819e-08
LNhatx,-3.8208376117199331e-08
LNhatz,0.99999999999999878
mean_anomaly,2.3999320000000002
Omega,0.014684217628800017
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,-4.8231749803399998e-08
spin2y,-5.2619790696500002e-08
spin2z,-0.44002658965399999
eccentricity,0.1935665
nhatz,4.4668699637026329e-08
simulation-type,aligned-spins
nhatx,0.9671586988999219
nhaty,-0.2541732699207534
mass1,0.54954105828400002
name,SXS:BBH:0323
license,LVC-internal
mass2,0.45044501942100001
type,NRinjection
Lmax,8
eta,0.2475449254103462
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,320.0
PN_approximant,"none, NR only"
spin1x,5.9462169580499999e-08
