files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.18149879999999999
spin1x,0.46359001
spin1z,0.04628641
modification-date,2017-06-16
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th090_ph000_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.21699971000000001
LNhatx,-0.015127949999999999
LNhatz,0.97605443999999997
mean_anomaly,3.0992204983390637
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.6980044246935968
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.011237826491998061
nhatz,0.056164680000000002
simulation-type,precessing
nhatx,0.98106137000000004
nhaty,-0.18537561
mass1,0.75
name,GT0605
license,public
mass2,0.25
Omega,0.079487775872920899
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2567.7979542006792
