files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th030_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0040431900000000003
LNhatx,-0.00401112
LNhatz,0.99998377999999999
mean_anomaly,3.1258535785602573
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.1671272366455971
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.065656784699567261
nhatz,0.0025360199999999999
simulation-type,precessing
nhatx,0.96797688000000004
nhaty,-0.25102656000000001
mass1,0.71428570999999996
name,GT0649
license,public
mass2,0.28571428999999998
Omega,0.10557316460632185
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3410.4685043396362
