files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.6_oth.030_rr_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.017717449999999999
LNhatx,-0.0061135800000000004
LNhatz,0.99982433999999998
mean_anomaly,3.2413136952450667
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.9421165143821018
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.28858462431359544
nhatz,0.01088972
simulation-type,precessing
nhatx,0.96061837999999999
nhaty,-0.2776576
mass1,0.5
name,GT0256
license,public
mass2,0.5
Omega,0.109646555501852
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3542.0565968901701
