files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.39967940000000002
spin1x,-0.19387294999999999
spin1z,0.40351594000000002
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D9.0_q2.50_a0.6_th060_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.28700249999999999
LNhatx,0.042696789999999998
LNhatz,0.95697781999999998
mean_anomaly,3.0005337271318395
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,8.7500263502661486
NR-group,Georgia Tech
spin2x,0.52851877000000003
spin2y,0.23709959
spin2z,0.15410810999999999
eccentricity,0.0045866163358401395
nhatz,-0.11739197
simulation-type,precessing
nhatx,0.96083163999999999
nhaty,-0.25104121000000001
mass1,0.71428570999999996
name,GT0715
license,public
mass2,0.28571428999999998
Omega,0.066789864847517796
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2157.6006679439865
