files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.015652050000000001
spin1x,-0.59011473000000003
spin1z,-0.10552399
modification-date,2017-06-19
production-run,1
alternative-names,fr_b5_a0.6_oth.260_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.04083415
LNhatx,-0.012842289999999999
LNhatz,0.99908339999999995
mean_anomaly,3.1149969762811427
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,9.6152479113909362
NR-group,Georgia Tech
spin2x,-0.59952273
spin2y,-0.01524585
spin2z,-0.00144962
eccentricity,0.0061455831298115136
nhatz,0.022738080000000001
simulation-type,precessing
nhatx,0.96743975999999998
nhaty,-0.25207794
mass1,0.5
name,GT0314
license,public
mass2,0.5
Omega,0.057469058614813877
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1856.4984303609165
