files-in-error-series,SXS_BBH_0049_Res5.h5
comparable-simulation,"SXS_BBH_0174_Res1.h5,SXS_BBH_0174_Res2.h5,SXS_BBH_0174_Res4.h5,SXS_BBH_0174_Res5.h5,SXS_BBH_0174_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.073288091804499994
f_lower_at_1MSUN,1132.1295606373005
spin1z,0.0010777921466199999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0049
Format,3
LNhaty,-0.053883355641374656
LNhatx,0.010959583220156579
LNhatz,0.99848709131388647
mean_anomaly,2.679627
Omega,0.017518444235350858
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.00019965341424799999
spin2y,-0.0079782258721699997
spin2z,0.49931589060100001
eccentricity,0.00039310000000000001
nhatz,-0.040841279293165417
simulation-type,precessing
nhatx,-0.50831899904847866
nhaty,-0.8601998518437739
mass1,0.75033162588500002
name,SXS:BBH:0049
license,LVC-internal
mass2,0.250127585421
type,NRinjection
Lmax,8
eta,0.18750638820039639
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,240.0
PN_approximant,"none, NR only"
spin1x,0.49413796015
