files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.6_oth.060_rr_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0049825499999999997
LNhatx,-0.0016228799999999999
LNhatz,0.99998626999999995
mean_anomaly,3.2999501585561881
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.8865508107049491
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.018980065138663391
nhatz,0.00288426
simulation-type,precessing
nhatx,0.96847377000000001
nhaty,-0.24909883999999999
mass1,0.5
name,GT0258
license,public
mass2,0.5
Omega,0.11172661475208745
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3609.2514809929767
