files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Eq_D7_q2.50_a0.6_ph300_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.02734085
LNhatx,-0.030258650000000002
LNhatz,0.9991681
mean_anomaly,3.2023409949687793
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.7248661855006757
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.08431088548698451
nhatz,0.022049630000000001
simulation-type,precessing
nhatx,0.97224759000000005
nhaty,-0.23291292999999999
mass1,0.71428570999999996
name,GT0665
license,public
mass2,0.28571428999999998
Omega,0.093757688968850658
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3028.7776866431973
