files-in-error-series,SXS_BBH_0146_Res5.h5
comparable-simulation,"SXS_BBH_0007_Res4.h5,SXS_BBH_0007_Res5.h5,SXS_BBH_0007_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-0.10154112218
f_lower_at_1MSUN,1050.8190829258874
spin1z,-0.036759047857000002
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0146
Format,3
LNhaty,0.030333347734772056
LNhatx,-0.007970505528599332
LNhatz,0.99950805852520264
mean_anomaly,6.1034050000000004
Omega,0.016260255138393364
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.098247179248500002
spin2y,0.0265196645864
spin2z,-0.357228167293
eccentricity,6.58e-05
nhatz,-0.019428069804395497
simulation-type,precessing
nhatx,0.6019070279483133
nhaty,0.79832980641468221
mass1,0.66330633530700001
name,SXS:BBH:0146
license,LVC-internal
mass2,0.336752277376
type,NRinjection
Lmax,8
eta,0.22334373669399768
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,450.0
PN_approximant,"none, NR only"
spin1x,-0.15643971917300001
