files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0069405400000000003
spin1x,0.10963587
spin1z,0.58995416000000001
modification-date,2017-06-15
production-run,1
alternative-names,Sq_D9.0_q2.50_a0.6_th000_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0084528499999999996
LNhatx,0.0043198200000000003
LNhatz,0.99995493999999996
mean_anomaly,2.9413960725941593
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,8.8887413600868435
NR-group,Georgia Tech
spin2x,0.59802991000000005
spin2y,-0.033170489999999997
spin2z,0.02709423
eccentricity,0.0062582218772587036
nhatz,-0.0014987500000000001
simulation-type,precessing
nhatx,0.95501371000000002
nhaty,-0.29655787
mass1,0.71428570999999996
name,GT0712
license,public
mass2,0.28571428999999998
Omega,0.064225423589815409
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2074.7581560875278
