files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.00019693
spin1x,0.42447392
spin1z,0.42407011999999999
modification-date,2017-06-19
production-run,1
alternative-names,q3.5_LL_D9_a0.6_th1_45_th2_225_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.012878240000000001
LNhatx,0.00050018999999999997
LNhatz,0.99991695000000003
mean_anomaly,2.9946707550922809
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,8.9699390655124063
NR-group,Georgia Tech
spin2x,-0.42284129999999998
spin2y,-0.01606318
spin2z,-0.42469082000000002
eccentricity,0.004926227511173574
nhatz,-0.0040910699999999996
simulation-type,precessing
nhatx,0.96582601999999995
nhaty,-0.25915895999999999
mass1,0.77777777999999997
name,GT0879
license,public
mass2,0.22222222
Omega,0.064437468581424975
Lmax,8
eta,0.17283951
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2081.6081237671369
