files-in-error-series,"SXS_BBH_0092_Res1.h5,SXS_BBH_0092_Res2.h5,SXS_BBH_0092_Res3.h5,SXS_BBH_0092_Res4.h5,SXS_BBH_0092_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.0285419534962
f_lower_at_1MSUN,941.7936504967289
spin1z,-0.432845974435
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0092
Format,3
LNhaty,-0.0079271099533345622
LNhatx,0.0018862211596231456
LNhatz,0.99996680099767543
mean_anomaly,0.85270500000000005
Omega,0.014573207979965603
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-4.2807221315799997e-08
spin2y,3.3841857556399999e-08
spin2z,3.7451130413599998e-07
eccentricity,0.0033798000000000001
nhatz,0.0064170772619938062
simulation-type,precessing
nhatx,-0.78183809911489988
nhaty,0.62344848054335122
mass1,0.60027783288000003
name,SXS:BBH:0092
license,LVC-internal
mass2,0.40000033490199999
type,NRinjection
Lmax,8
eta,0.23997780742856509
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,170.0
PN_approximant,"none, NR only"
spin1x,0.24778018120299999
