files-in-error-series,"SXS_BBH_0320_Res1.h5,SXS_BBH_0320_Res2.h5,SXS_BBH_0320_Res3.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,5.1844237423199998e-08
f_lower_at_1MSUN,1307.1682835365302
spin1z,0.32997779039199998
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0320
Format,3
LNhaty,6.0099366770651108e-09
LNhatx,1.4576626147077861e-07
LNhatz,0.99999999999998934
mean_anomaly,0.58287
Omega,0.020226973552800214
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,1.25053090638e-08
spin2y,1.00484653529e-07
spin2z,-0.43988459700600002
eccentricity,0.022759000000000001
nhatz,-1.3041970923936569e-07
simulation-type,aligned-spins
nhatx,0.91166122296591157
nhaty,-0.41094259275509676
mass1,0.54955372374099998
name,SXS:BBH:0320
license,LVC-internal
mass2,0.450457185978
type,NRinjection
Lmax,8
eta,0.24754502261736561
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,-2.3493780104e-08
