files-in-error-series,SXS_BBH_0076_Res5.h5
comparable-simulation,"SXS_BBH_0098_Res2.h5,SXS_BBH_0098_Res4.h5,SXS_BBH_0098_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.050934762030199997
f_lower_at_1MSUN,934.79310957881796
spin1z,-0.00037495812819500002
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0076
Format,3
LNhaty,-0.013907971800285151
LNhatx,0.0048083178496125655
LNhatz,0.9998917183374707
mean_anomaly,1.567277
Omega,0.014464882404915096
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,1.14835090381e-08
spin2y,5.50391365789e-09
spin2z,2.5031566127799999e-07
eccentricity,0.0001818
nhatz,0.013547368703081646
simulation-type,precessing
nhatx,-0.66983069714039745
nhaty,0.74239026527132745
mass1,0.60024638604299996
name,SXS:BBH:0076
license,LVC-internal
mass2,0.40000031019900001
type,NRinjection
Lmax,8
eta,0.23998032152111129
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,160.0
PN_approximant,"none, NR only"
spin1x,0.496642854513
