files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.00072464999999999997
spin1x,0.42447931999999999
spin1z,0.42397723999999998
modification-date,2017-06-19
production-run,1
alternative-names,q2.25_LL_D9_a0.6_th1_45_th2_225_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0087192199999999997
LNhatx,0.00064753
LNhatz,0.99996178000000002
mean_anomaly,3.0254374647603859
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,8.7900420113195672
NR-group,Georgia Tech
spin2x,-0.4229985
spin2y,-0.011333640000000001
spin2z,-0.42437142
eccentricity,0.0066146497836145658
nhatz,-0.0034272299999999999
simulation-type,precessing
nhatx,0.95513870000000001
nhaty,-0.29613900999999998
mass1,0.69230769000000003
name,GT0878
license,public
mass2,0.30769231000000002
Omega,0.065624995161037827
Lmax,8
eta,0.21301775000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2119.9703535339358
