files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,-0.29999999999999999
spin1z,-0.51961524000000003
modification-date,2017-06-16
production-run,1
alternative-names,Sq4_d9_a0.6_oth.210_rr_M140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.033893960000000001
LNhatx,-0.0069379200000000002
LNhatz,0.99940134999999997
mean_anomaly,3.198399870459764
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,8.5104639885820745
NR-group,Georgia Tech
spin2x,-0.59999999999999998
spin2y,0.0
spin2z,0.0
eccentricity,0.029692772099610288
nhatz,0.01331328
simulation-type,precessing
nhatx,0.98221672999999998
nhaty,-0.187278
mass1,0.80000000000000004
name,GT0441
license,public
mass2,0.20000000000000001
Omega,0.070898484399683923
Lmax,6
eta,0.16
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2290.32679802854
