files-in-error-series,SXS_BBH_0125_Res5.h5
comparable-simulation,"SXS_BBH_0008_Res4.h5,SXS_BBH_0008_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.045274714210600003
f_lower_at_1MSUN,1032.6004243885423
spin1z,-0.058455202669300002
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0125
Format,3
LNhaty,-0.019323186254011439
LNhatx,0.0091010971672053007
LNhatz,0.99977186622916425
mean_anomaly,0.19422600000000001
Omega,0.015978341685440402
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,0.38883800488699999
spin2y,0.241466495112
spin2z,0.070213324323300005
eccentricity,7.8999999999999996e-05
nhatz,0.0019766698963144275
simulation-type,precessing
nhatx,-0.94021883802473716
nhaty,-0.34056516175254065
mass1,0.55947184594099997
name,SXS:BBH:0125
license,LVC-internal
mass2,0.44068313909500001
type,NRinjection
Lmax,8
eta,0.24647340400538817
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,220.0
PN_approximant,"none, NR only"
spin1x,0.011682919624100001
