files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.22035124
spin1x,-0.44614208999999999
spin1z,0.4923363
modification-date,2017-06-16
production-run,1
alternative-names,D8_q2.00_a0.7_0.0_th045_ph120_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.018744029999999998
LNhatx,-0.024428910000000002
LNhatz,0.99952582999999995
mean_anomaly,3.041765174500374
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.7297300641368372
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0023305395884832296
nhatz,0.02825867
simulation-type,precessing
nhatx,0.97043453999999996
nhaty,-0.23970451000000001
mass1,0.66666667000000002
name,GT0750
license,public
mass2,0.33333332999999998
Omega,0.077361787438593996
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2499.1193593806838
