files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.6_oth.285_rr_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.075649380000000002
LNhatx,-0.02465144
LNhatz,0.99682970999999998
mean_anomaly,3.2483482658691378
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.967957934991027
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.024329435330684063
nhatz,0.043835119999999998
simulation-type,precessing
nhatx,0.96363843000000005
nhaty,-0.26358957
mass1,0.5
name,GT0277
license,public
mass2,0.5
Omega,0.10889898163609894
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3517.9067370908024
