files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,SSaP_D6.2_a0.6_th066_ph090_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0
LNhatx,0.0
LNhatz,1.0
mean_anomaly,3.196165602123556
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.9390800451786081
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.020051668770945306
nhatz,0.0
simulation-type,precessing
nhatx,0.94639395000000004
nhaty,-0.32301469999999999
mass1,0.47441691000000002
name,GT0516
license,public
mass2,0.47441691000000002
Omega,0.11008200509234418
Lmax,8
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,
f_lower_at_1MSUN,3556.1234965529684
