files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.14914812
spin1x,0.41100711000000001
spin1z,0.24254118999999999
modification-date,2017-06-16
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th060_ph225_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.074511919999999995
LNhatx,-0.0094226199999999996
LNhatz,0.99717560999999999
mean_anomaly,3.023543798494261
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.8652427361155244
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0054336198000705807
nhatz,-0.0069625700000000004
simulation-type,precessing
nhatx,0.97678593000000002
nhaty,-0.21410457999999999
mass1,0.75
name,GT0744
license,public
mass2,0.25
Omega,0.077164329056988848
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2492.7406021094266
