files-in-error-series,"SXS_BBH_0241_Res3.h5,SXS_BBH_0241_Res4.h5,SXS_BBH_0241_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,4.22059562241e-13
f_lower_at_1MSUN,900.70259964115974
spin1z,-0.29996213346799999
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0079,SXS:BBH:0241"
Format,3
LNhaty,-1.2713929851352543e-11
LNhatx,2.092073418286155e-12
LNhatz,1.0
mean_anomaly,5.2252029999999996
Omega,0.013937369726099999
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,2.7141778980800001e-10
spin2y,9.5537881301400005e-11
spin2z,2.7907134443299999e-07
eccentricity,5.1e-05
nhatz,1.5405131644786074e-12
simulation-type,aligned-spins
nhatx,-0.99906520981986013
nhaty,-0.043228538346776993
mass1,0.66670301896299999
name,SXS:BBH:0241
license,LVC-internal
mass2,0.33333370992099998
type,NRinjection
Lmax,8
eta,0.22221826676880707
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,230.0
PN_approximant,"none, NR only"
spin1x,3.08224923049e-13
