files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0016575699999999999
spin1x,0.42479499999999998
spin1z,0.42354124999999998
modification-date,2017-06-19
production-run,1
alternative-names,RO3_D10_q2.50_a0.60_oth.045_M120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.01372277
LNhatx,0.00402967
LNhatz,0.99989771999999999
mean_anomaly,2.9748127854437909
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,9.9143570858111776
NR-group,Georgia Tech
spin2x,-0.00057383
spin2y,-0.0012228600000000001
spin2z,0.59971511
eccentricity,0.0054523931550386076
nhatz,-0.0079580399999999996
simulation-type,precessing
nhatx,0.95875922999999996
nhaty,-0.28410809999999997
mass1,0.71428570999999996
name,GT0465
license,public
mass2,0.28571428999999998
Omega,0.055381842378232307
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1789.0723447344042
