files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.6_oth.250_rr_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.080333109999999999
LNhatx,-0.02496234
LNhatz,0.99645545000000002
mean_anomaly,3.3296558993692167
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.838626115920472
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.17217796656351841
nhatz,0.044992749999999998
simulation-type,precessing
nhatx,0.96503242
nhaty,-0.25824037
mass1,0.5
name,GT0272
license,public
mass2,0.5
Omega,0.1121783325458779
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3623.8439137794412
