files-in-error-series,SXS_BBH_0051_Res5.h5
comparable-simulation,"SXS_BBH_0053_Res2.h5,SXS_BBH_0053_Res3.h5,SXS_BBH_0053_Res4.h5,SXS_BBH_0053_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.00086010726729400001
f_lower_at_1MSUN,1126.7178455338408
spin1z,0.49954500000099999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0051
Format,3
LNhaty,0.013536095861986897
LNhatx,-0.0020788358527815314
LNhatz,0.99990622187798806
mean_anomaly,1.243622
Omega,0.01743470397049619
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.474200753009
spin2y,-0.15656318195499999
spin2z,0.00095671606616800004
eccentricity,0.0001649
nhatz,0.0068084560475461416
simulation-type,precessing
nhatx,-0.7821461150922222
nhaty,-0.62305786213833547
mass1,0.75033267849800001
name,SXS:BBH:0051
license,LVC-internal
mass2,0.25012726648599998
type,NRinjection
Lmax,8
eta,0.18750613714651529
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,220.0
PN_approximant,"none, NR only"
spin1x,0.000167957066541
