files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.28096660000000001
spin1x,0.41164152999999998
spin1z,0.49153578999999997
modification-date,2017-06-16
production-run,1
alternative-names,D8_q2.00_a0.7_0.0_th045_ph000_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.01448494
LNhatx,0.029016549999999999
LNhatz,0.99947397000000004
mean_anomaly,3.0787811386082833
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.7293680921798265
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0023492458852683012
nhatz,-0.031371799999999998
simulation-type,precessing
nhatx,0.97888861000000005
nhaty,-0.20197254000000001
mass1,0.66666667000000002
name,GT0749
license,public
mass2,0.33333332999999998
Omega,0.07817906235362948
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2525.5208636598163
