files-in-error-series,SXS_BBH_0117_Res5.h5
comparable-simulation,"SXS_BBH_0004_Res4.h5,SXS_BBH_0004_Res5.h5,SXS_BBH_0004_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-0.068757810939700001
f_lower_at_1MSUN,1071.6851812679581
spin1z,0.070384645977599997
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0117
Format,3
LNhaty,0.040990239177088231
LNhatx,-0.03809434218946086
LNhatz,0.9984330830783591
mean_anomaly,2.5229080000000002
Omega,0.016583134774191533
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.30216651278200002
spin2y,-0.29836095714299998
spin2z,-0.20030919135299999
eccentricity,8.2000000000000001e-05
nhatz,0.009905780763251236
simulation-type,precessing
nhatx,-0.60062169909720509
nhaty,-0.79947198204881265
mass1,0.51923482754200001
name,SXS:BBH:0117
license,LVC-internal
mass2,0.48094346607400001
type,NRinjection
Lmax,8
eta,0.2496335735838614
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,0.11825829548900001
