files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.28515422000000001
spin1x,0.40872892999999999
spin1z,0.49154879000000001
modification-date,2017-06-19
production-run,1
alternative-names,D8_q2.00_a0.7_0.0_th045_ph240_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.038833930000000003
LNhatx,-0.019077859999999999
LNhatz,0.99906353999999997
mean_anomaly,3.0351138653178626
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.7430835916262781
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0033804656465431645
nhatz,0.0087943399999999994
simulation-type,precessing
nhatx,0.96943053999999995
nhaty,-0.24520827000000001
mass1,0.66666667000000002
name,GT0756
license,public
mass2,0.33333332999999998
Omega,0.077177878187762894
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2493.1782974644757
