files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,-0.69273916999999996
modification-date,2017-05-26
production-run,1
alternative-names,D10_q5.00_a-0.69273917_0.00_m280
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0
LNhatx,-0.0
LNhatz,1.0
mean_anomaly,5.6966887635967831
spin-type,AlignedSpins
type,NRinjection
comparable-simulation,GT0582
init_sep,9.522515528002204
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.010424057576794394
nhatz,0.0
simulation-type,aligned-spins
nhatx,0.98304477999999995
nhaty,-0.18336566000000001
mass1,0.83333332999999998
name,GT0779
license,public
mass2,0.16666666999999999
Omega,0.060346816660626822
Lmax,8
eta,0.13888888999999999
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1949.4624256617385
