files-in-error-series,SXS_BBH_0089_Res5.h5
comparable-simulation,"SXS_BBH_0004_Res4.h5,SXS_BBH_0004_Res5.h5,SXS_BBH_0004_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-1.10176335338e-12
f_lower_at_1MSUN,755.20721955876229
spin1z,-0.49950099999899999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0089
Format,3
LNhaty,6.6440230460395181e-12
LNhatx,1.7296696320908578e-12
LNhatz,1.0
mean_anomaly,1.0361100000000001
Omega,0.011685990739899999
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-2.2871313571400001e-10
spin2y,9.2205227293100007e-12
spin2z,1.37682360902e-07
eccentricity,0.060064199999999998
nhatz,1.8847309221471283e-12
simulation-type,aligned-spins
nhatx,-0.99972595290389754
nhaty,-0.023409807568492168
mass1,0.50023024513699998
name,SXS:BBH:0089
license,LVC-internal
mass2,0.50000007077599995
type,NRinjection
Lmax,8
eta,0.24999998676103988
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,260.0
PN_approximant,"none, NR only"
spin1x,1.1719441165399999e-13
