files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,-0.22130436000000001
spin1x,0.17553952
spin1z,0.41256291
modification-date,2017-06-16
production-run,1
alternative-names,D8_q3.00_a0.5_0.0_th045_ph120_m120
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.20269063000000001
LNhatx,-0.028220820000000001
LNhatz,0.97883609000000005
mean_anomaly,3.0177690499365974
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,7.948698125376283
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0063004915189092472
nhatz,0.06772715
simulation-type,precessing
nhatx,0.97914215000000004
nhaty,-0.19155594000000001
mass1,0.75
name,GT0613
license,public
mass2,0.25
Omega,0.07536564262372171
Lmax,8
eta,0.1875
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,2434.6352734237194
