files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.014581709999999999
spin1x,0.59951619
spin1z,-0.00201914
modification-date,2017-06-19
production-run,1
alternative-names,fr_b5_a0.6_oth.090_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0
LNhatx,0.0
LNhatz,1.0
mean_anomaly,3.1076176673590186
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,9.5674394832531728
NR-group,Georgia Tech
spin2x,-0.59951631000000005
spin2y,-0.014581520000000001
spin2z,-0.0020192500000000002
eccentricity,0.0057019679522169568
nhatz,0.0
simulation-type,precessing
nhatx,0.96244907999999996
nhaty,-0.27146228999999999
mass1,0.5
name,GT0204
license,public
mass2,0.5
Omega,0.058037220777810705
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1874.8525184427106
