files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Eq_D7_q2.50_a0.6_ph000_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.026304339999999999
LNhatx,0.00051497999999999995
LNhatz,0.99965384999999995
mean_anomaly,3.1237100703349787
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.7823546509311283
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.075285799969390388
nhatz,-0.0085930299999999998
simulation-type,precessing
nhatx,0.95819167999999999
nhaty,-0.28599801000000002
mass1,0.71428570999999996
name,GT0629
license,public
mass2,0.28571428999999998
Omega,0.094193972747775662
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3042.8715341898387
