files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,-0.15529143000000001
spin1z,-0.5795555
modification-date,2017-06-16
production-run,1
alternative-names,SS_D6.2_a0.6_th195_M103
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.0
LNhatx,0.0
LNhatz,1.0
mean_anomaly,3.9172928862364671
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,5.161247195304127
NR-group,Georgia Tech
spin2x,0.15529143000000001
spin2y,0.0
spin2z,-0.5795555
eccentricity,0.78045262996822395
nhatz,0.0
simulation-type,precessing
nhatx,0.99180975000000005
nhaty,-0.127724
mass1,0.5
name,GT0532
license,public
mass2,0.5
Omega,0.13021012612925031
Lmax,6
eta,0.25
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,4206.3486091929453
