files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.8_oth.240_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.10776308
LNhatx,-0.03203785
LNhatz,0.99366025000000002
mean_anomaly,3.3231018360961682
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.8017010727908609
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.17358853814229674
nhatz,0.05879964
simulation-type,precessing
nhatx,0.96506438999999999
nhaty,-0.25532983999999997
mass1,0.5
name,GT0396
license,public
mass2,0.5
Omega,0.1117676102551244
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3610.5758125354519
