files-in-error-series,SXS_BBH_0139_Res5.h5
comparable-simulation,"SXS_BBH_0010_Res1.h5,SXS_BBH_0010_Res3.h5,SXS_BBH_0010_Res4.h5,SXS_BBH_0010_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-0.341890263157
f_lower_at_1MSUN,1026.1651570918191
spin1z,0.21013454624
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0139
Format,3
LNhaty,0.0027920931093341657
LNhatx,-0.01996400467903111
LNhatz,0.99979680072164878
mean_anomaly,5.4080199999999996
Omega,0.015878763090201038
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.132366754511
spin2y,-0.047238525263099997
spin2z,-0.041665672142800002
eccentricity,0.00025040000000000001
nhatz,-0.019897467460953548
simulation-type,precessing
nhatx,-0.95513834509951723
nhaty,0.2954908332067101
mass1,0.64551214449500005
name,SXS:BBH:0139
license,LVC-internal
mass2,0.35461294253100001
type,NRinjection
Lmax,8
eta,0.22884970516007172
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,180.0
PN_approximant,"none, NR only"
spin1x,0.0315841219173
