files-in-error-series,"SXS_BBH_0207_Res2.h5,SXS_BBH_0207_Res3.h5,SXS_BBH_0207_Res4.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-2.7638306513400001e-09
f_lower_at_1MSUN,919.59021793853515
spin1z,-0.59999699700499998
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0020,SXS:BBH:0207"
Format,3
LNhaty,1.1213912596990312e-08
LNhatx,9.2644665844755248e-09
LNhatz,0.99999999999999989
mean_anomaly,4.7521659999999999
Omega,0.014229634586400001
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,4.6014803723300001e-08
spin2y,7.1222098985500003e-08
spin2z,-2.8988140159500002e-06
eccentricity,0.00017430000000000001
nhatz,4.4262771607319778e-09
simulation-type,aligned-spins
nhatx,-0.92818631658240425
nhaty,0.37211579072808648
mass1,0.87500005864499997
name,SXS:BBH:0207
license,LVC-internal
mass2,0.125002597755
type,NRinjection
Lmax,8
eta,0.10937669926910268
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,2.58647481766e-08
