files-in-error-series,SXS_BBH_0021_Res5.h5
comparable-simulation,"SXS_BBH_0022_Res4.h5,SXS_BBH_0022_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.052597442142899999
f_lower_at_1MSUN,938.17246384696136
spin1z,-0.00032164827770699998
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0021
Format,3
LNhaty,-0.014446238581074555
LNhatx,0.0048600153258669156
LNhatz,0.99988383647396317
mean_anomaly,0.93225899999999995
Omega,0.014517174149037243
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-0.00048266821315699998
spin2y,0.00081502319849600002
spin2z,-0.49946369285699999
eccentricity,0.00029559999999999998
nhatz,0.01393257129367439
simulation-type,precessing
nhatx,-0.67575820412692478
nhaty,0.73699167770898211
mass1,0.60024459623699999
name,SXS:BBH:0021
license,LVC-internal
mass2,0.40019164038100002
type,NRinjection
Lmax,8
eta,0.24000342735777305
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,160.0
PN_approximant,"none, NR only"
spin1x,0.49644509248099999
