files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.59999999999999998
spin1z,0.0
modification-date,2017-06-16
production-run,1
alternative-names,Sq2_d6.2_a0.6_oth.090_rr_M140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.026989329999999999
LNhatx,-4.8900000000000003e-05
LNhatz,0.99963572000000001
mean_anomaly,3.273359232879431
spin-type,Precessing
type,NRinjection
comparable-simulation,GT0560
init_sep,5.9092891183329188
NR-group,Georgia Tech
spin2x,-0.59999999999999998
spin2y,0.0
spin2z,0.0
eccentricity,0.17498116658983939
nhatz,-0.0071883099999999998
simulation-type,precessing
nhatx,0.96880157
nhaty,-0.24773340999999999
mass1,0.66666667000000002
name,GT0434
license,public
mass2,0.33333332999999998
Omega,0.11160885897118684
Lmax,8
eta,0.22222222
Warning1,Spin Information not available at t_begin. Will be provided at t=0.
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3605.4474614444202
