files-in-error-series,"SXS_BBH_0237_Res3.h5,SXS_BBH_0237_Res4.h5,SXS_BBH_0237_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,3.5132782141599998e-08
f_lower_at_1MSUN,926.06198975295149
spin1z,-0.60002554615100001
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0088,SXS:BBH:0237"
Format,3
LNhaty,-3.2930727815054245e-09
LNhatx,3.9527922250145687e-08
LNhatz,0.99999999999999922
mean_anomaly,4.501163
Omega,0.014329778048400011
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,-2.1827602210599999e-08
spin2y,1.98098090402e-08
spin2z,0.59991002952200001
eccentricity,3.6999999999999998e-05
nhatz,3.7756847651420925e-08
simulation-type,aligned-spins
nhatx,-0.92317079337330377
nhaty,0.38439001842204945
mass1,0.66667433682999999
name,SXS:BBH:0237
license,LVC-internal
mass2,0.33334221733500002
type,NRinjection
Lmax,8
eta,0.22222334417454204
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,-1.15163708256e-08
