files-in-error-series,SXS_BBH_0095_Res5.h5
comparable-simulation,"SXS_BBH_0016_Res4.h5,SXS_BBH_0016_Res5.h5,SXS_BBH_0016_Res6.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,0.051091554736899997
f_lower_at_1MSUN,937.73989203967744
spin1z,-0.00036666533034
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0095
Format,3
LNhaty,-0.013950769953532919
LNhatx,0.0047877587072596853
LNhatz,0.9998912207756725
mean_anomaly,0.27080599999999999
Omega,0.014510480582022331
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,1.17218627131e-08
spin2y,5.4644571466099999e-09
spin2z,2.4956889962400002e-07
eccentricity,0.0014008
nhatz,0.013537943467572838
simulation-type,precessing
nhatx,-0.67332150774205812
nhaty,0.73922585946287778
mass1,0.60024624766300005
name,SXS:BBH:0095
license,LVC-internal
mass2,0.40000031021999999
type,NRinjection
Lmax,8
eta,0.2399803325994623
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,160.0
PN_approximant,"none, NR only"
spin1x,0.49662538045100002
