files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,fr_b3.1_a0.6_oth.235_rr_M77
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.075740070000000007
LNhatx,-0.024167049999999999
LNhatz,0.99683469000000002
mean_anomaly,3.3519696889457817
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.7689064882932932
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.17611496502803414
nhatz,0.044685429999999998
simulation-type,precessing
nhatx,0.95823546000000004
nhaty,-0.28246771999999998
mass1,0.5
name,GT0284
license,public
mass2,0.5
Omega,0.11389663409294538
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3679.3524639785778
