files-in-error-series,SXS_BBH_0110_Res4.h5
comparable-simulation,"SXS_BBH_0113_Res3.h5,SXS_BBH_0113_Res4.h5,SXS_BBH_0113_Res5.h5"
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-7.3439366015099998e-13
f_lower_at_1MSUN,1243.3179637843771
spin1z,0.49954999999999999
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0110
Format,3
LNhaty,-2.3102097857695652e-12
LNhatx,-2.1374488667714594e-12
LNhatz,1.0
mean_anomaly,0.16528699999999999
Omega,0.019238960956999999
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-8.7659956428099996e-11
spin2y,-1.15133490977e-10
spin2z,5.3588221917099997e-07
eccentricity,0.0004125
nhatz,-2.9821568283869396e-12
simulation-type,aligned-spins
nhatx,-0.87815689084059467
nhaty,-0.47837273654461115
mass1,0.83369785311400002
name,SXS:BBH:0110
license,LVC-internal
mass2,0.166667144835
type,NRinjection
Lmax,8
eta,0.13884866338096338
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,190.0
PN_approximant,"none, NR only"
spin1x,1.60932115413e-12
