files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th240_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.080825770000000005
LNhatx,-0.019557459999999999
LNhatz,0.99653634999999996
mean_anomaly,3.3688444448016273
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.8164644868456792
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.4448891599227347
nhatz,0.037145650000000002
simulation-type,precessing
nhatx,0.97478341000000002
nhaty,-0.22003977999999999
mass1,0.71428570999999996
name,GT0663
license,public
mass2,0.28571428999999998
Omega,0.11295661672895636
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3648.9858492676176
