files-in-error-series,"SXS_BBH_0057_Res4.h5,SXS_BBH_0057_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-0.176684828948
f_lower_at_1MSUN,2035.2339893427572
spin1z,-0.200639157895
modification-date,2017-03-05
production-run,1
alternative-names,SXS:BBH:0057
Format,3
LNhaty,-0.11419379044654814
LNhatx,-0.072906952249852955
LNhatz,0.9907796700261301
mean_anomaly,3.6004809999999998
Omega,0.031492979591594854
INSPIRE-bibtex-keys,SXS:catalog
NR-group,SXS
spin2x,-1.76811710902e-07
spin2y,1.5465635533900001e-08
spin2z,2.61267869549e-06
eccentricity,0.096000000000000002
nhatz,0.089281007095892942
simulation-type,precessing
nhatx,0.98531329329328077
nhaty,0.14555622910577348
mass1,0.83365238337600001
name,SXS:BBH:0057
license,LVC-internal
mass2,0.16666795528
type,NRinjection
Lmax,8
eta,0.13885416319076604
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,210.0
PN_approximant,"none, NR only"
spin1x,0.40178925338299998
