files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,ro_b5_a0.6_oth.000_M103
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.0060133299999999999
LNhatx,0.0071599999999999997
LNhatz,0.99995628999999997
mean_anomaly,1.5336839499629396
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,9.7387953250841708
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.0083386814086577384
nhatz,-0.0041561899999999997
simulation-type,precessing
nhatx,-0.23536383999999999
nhaty,-0.97189844000000003
mass1,0.5
name,GT0803
license,public
mass2,0.5
Omega,0.057580561008972277
Lmax,6
eta,0.25
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,1860.1004385497752
