files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q3.00_a0.6_th000_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,0.017104879999999999
LNhatx,-0.0078021899999999996
LNhatz,0.99982325999999999
mean_anomaly,3.0636559727978696
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,6.2568395474274396
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.29916268453953498
nhatz,0.01190857
simulation-type,precessing
nhatx,0.96374236999999996
nhaty,-0.26656862999999997
mass1,0.75
name,GT0694
license,public
mass2,0.25
Omega,0.1043521789842799
Lmax,8
eta,0.1875
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3371.0254032092166
