files-in-error-series,"SXS_BBH_0291_Res3.h5,SXS_BBH_0291_Res4.h5,SXS_BBH_0291_Res5.h5"
comparable-simulation,
NR-code,SpEC
point-of-contact-email,questions@black-holes.org
object1,BH
object2,BH
spin1y,-1.43719758945e-08
f_lower_at_1MSUN,1139.9996323978501
spin1z,0.59996244948800004
modification-date,2017-03-05
production-run,1
alternative-names,"PRIVATE:BBH:0022,SXS:BBH:0291"
Format,3
LNhaty,8.1433616923196055e-08
LNhatx,-7.8044261984143396e-09
LNhatz,0.99999999999999667
mean_anomaly,5.3386399999999998
Omega,0.017640224831900059
INSPIRE-bibtex-keys,SXSCatalog
NR-group,SXS
spin2x,3.8579073225599997e-08
spin2y,4.0079076053499999e-08
spin2z,0.599878623389
eccentricity,3.9700000000000003e-05
nhatz,8.1784938717323974e-08
simulation-type,aligned-spins
nhatx,0.072394452817376123
nhaty,-0.9973760791202414
mass1,0.74999078751600001
name,SXS:BBH:0291
license,LVC-internal
mass2,0.25001354204600001
type,NRinjection
Lmax,8
eta,0.18750622964553607
spin-type,Precessing
NR-techniques,"Quasi-Equilibrium-ID, GH, RWZ-h, Extrapolated-Waveform, Christodoulou-Mass"
NR_frame,inertial
NR_reference_time,640.0
PN_approximant,"none, NR only"
spin1x,-7.7177440770800007e-08
