files-in-error-series,-1
INSPIRE-bibtex-keys,Jani:2016wkt
NR-code,MAYA
point-of-contact-email,deirdre.shoemaker@physics.gatech.edu
object1,BH
object2,BH
spin1y,0.0
spin1x,0.0
spin1z,0.0
modification-date,2017-06-19
production-run,1
alternative-names,Sq_D6.2_q2.50_a0.6_th120_m140
Contact Person,Deirdre Shoemaker
Format,1
LNhaty,-0.03245659
LNhatx,-0.0028117300000000001
LNhatz,0.99946919000000001
mean_anomaly,3.4605890709851934
spin-type,NonSpinning
type,NRinjection
comparable-simulation,GT0560
init_sep,5.7090792217139166
NR-group,Georgia Tech
spin2x,0.0
spin2y,0.0
spin2z,0.0
eccentricity,0.43977304321210614
nhatz,-0.0041144399999999996
simulation-type,precessing
nhatx,0.98155508000000002
nhaty,-0.19113527
mass1,0.71428570999999996
name,GT0642
license,public
mass2,0.28571428999999998
Omega,0.11920810438779163
Lmax,8
eta,0.20408163000000001
Warning1,
NR-techniques,"Puncture-ID, BSSN, Psi4-integrated, Finite-Radius-Waveform, ApproxKillingVector-Spin, Christodoulou-Mass"
PN_approximant,None
Warning2,Mass Information not available at t_begin. Will be provided at t=0.
f_lower_at_1MSUN,3850.9358603829323
