# # Time 	 h_plus 	 h_cross 
# 
-4.090000000000000000e+02	8.049075783366411996e-02	-1.083368647867067047e-01
-4.080000000000000000e+02	8.844314819147727769e-02	-1.020420928640722036e-01
-4.070000000000000000e+02	9.591019148823931584e-02	-9.515880341467855552e-02
-4.060000000000000000e+02	1.028479521382600487e-01	-8.772394051648980950e-02
-4.050000000000000000e+02	1.092152716848831945e-01	-7.977775744177721673e-02
-4.040000000000000000e+02	1.149740201704740894e-01	-7.136361061856796861e-02
-4.030000000000000000e+02	1.200893324426553499e-01	-6.252773435203436148e-02
-4.020000000000000000e+02	1.245298622242875936e-01	-5.331891725651179831e-02
-4.010000000000000000e+02	1.282678927116879530e-01	-4.378840719305696766e-02
-4.000000000000000000e+02	1.312795631403924912e-01	-3.398961419451382998e-02
-3.990000000000000000e+02	1.335450772955217025e-01	-2.397769695780088001e-02
-3.980000000000000000e+02	1.350488128841248747e-01	-1.380931922347364629e-02
-3.970000000000000000e+02	1.357794393657064946e-01	-3.542335143134716507e-03
-3.960000000000000000e+02	1.357300121741645826e-01	6.764534822758338020e-03
-3.950000000000000000e+02	1.348980425538814365e-01	1.705203571539957996e-02
-3.940000000000000000e+02	1.332855423631189862e-01	2.726071577046864508e-02
-3.930000000000000000e+02	1.308990433337252624e-01	3.733126811202287787e-02
-3.920000000000000000e+02	1.277495904167817997e-01	4.720487452101483627e-02
-3.910000000000000000e+02	1.238527089884578908e-01	5.682354931725983049e-02
-3.900000000000000000e+02	1.192283458382287359e-01	6.613048136971982904e-02
-3.890000000000000000e+02	1.139008029765274654e-01	7.507043045864815467e-02
-3.880000000000000000e+02	1.078984337077390776e-01	8.359005311750733469e-02
-3.870000000000000000e+02	1.012539380830465019e-01	9.163787428264771884e-02
-3.860000000000000000e+02	9.400384778579529144e-02	9.916508487620413759e-02
-3.850000000000000000e+02	8.618843740516285434e-02	1.061256645083322875e-01
-3.840000000000000000e+02	7.785151463028817942e-02	1.124766709836826084e-01
-3.830000000000000000e+02	6.904018787446819516e-02	1.181785142733106919e-01
-3.820000000000000000e+02	5.980461245815830995e-02	1.231952131807711043e-01
-3.810000000000000000e+02	5.019771661934128992e-02	1.274946330111507153e-01
-3.800000000000000000e+02	4.027490875402341824e-02	1.310487026430052770e-01
-3.790000000000000000e+02	3.009376741737393099e-02	1.338336095050561558e-01
-3.780000000000000000e+02	1.971371573666194643e-02	1.358299710715946407e-01
-3.770000000000000000e+02	9.195681999662730019e-03	1.370229816124402256e-01
-3.760000000000000000e+02	-1.398251714214117413e-03	1.374025330643939002e-01
-3.750000000000000000e+02	-1.200521089868808108e-02	1.369633090307477707e-01
-3.740000000000000000e+02	-2.256189793621202200e-02	1.357048510629413618e-01
-3.730000000000000000e+02	-3.300496272778022377e-02	1.336315976491669055e-01
-3.720000000000000000e+02	-4.327139613906343107e-02	1.307528901982344671e-01
-3.710000000000000000e+02	-5.329889529395756553e-02	1.270829546585617587e-01
-3.700000000000000000e+02	-6.302624719222740812e-02	1.226408514830295837e-01
-3.690000000000000000e+02	-7.239370544210356473e-02	1.174503961825582726e-01
-3.680000000000000000e+02	-8.134372180536335317e-02	1.115405452349172294e-01
-3.670000000000000000e+02	-8.982037145272911416e-02	1.049438719678022075e-01
-3.660000000000000000e+02	-9.777041965177658833e-02	9.769751322113233438e-02
-3.650000000000000000e+02	-1.051436002559203303e-01	8.984290621849279346e-02
-3.640000000000000000e+02	-1.118928543731482345e-01	8.142542597776802893e-02
-3.630000000000000000e+02	-1.179746509769595691e-01	7.249413158389660106e-02
-3.620000000000000000e+02	-1.233492787169931243e-01	6.310149520079577634e-02
-3.610000000000000000e+02	-1.279811171941600823e-01	5.330310771612720849e-02
-3.600000000000000000e+02	-1.318388858114819540e-01	4.315736255006705213e-02
-3.590000000000000000e+02	-1.348958684236424566e-01	3.272511931311546107e-02
-3.580000000000000000e+02	-1.371301121327273831e-01	2.206934914381028165e-02
-3.570000000000000000e+02	-1.385245987141080215e-01	1.125476369410922245e-02
-3.560000000000000000e+02	-1.390673873043410391e-01	3.474298570095898779e-04
-3.550000000000000000e+02	-1.387517271415344422e-01	-1.058562755291625121e-02
-3.540000000000000000e+02	-1.375761582815036299e-01	-2.147671136955820251e-02
-3.530000000000000000e+02	-1.355445698886739159e-01	-3.225804017816046726e-02
-3.520000000000000000e+02	-1.326661250955339932e-01	-4.286239715904358039e-02
-3.510000000000000000e+02	-1.289553220829580404e-01	-5.322307114275524192e-02
-3.500000000000000000e+02	-1.244319302867003540e-01	-6.327447469016540815e-02
-3.490000000000000000e+02	-1.191209083820101017e-01	-7.295256178289619142e-02
-3.480000000000000000e+02	-1.130522890992318036e-01	-8.219523998135300213e-02
-3.470000000000000000e+02	-1.062610614538096881e-01	-9.094280030723779495e-02
-3.460000000000000000e+02	-9.878691480498780209e-02	-9.913825690439809213e-02
-3.450000000000000000e+02	-9.067406268167056693e-02	-1.067277373388850203e-01
-3.440000000000000000e+02	-8.197103372464371873e-02	-1.136608803925869965e-01
-3.430000000000000000e+02	-7.273037641641402762e-02	-1.198911646093720473e-01
-3.420000000000000000e+02	-6.300835911381467980e-02	-1.253762330514428813e-01
-3.410000000000000000e+02	-5.286464355143041804e-02	-1.300781949591035824e-01
-3.400000000000000000e+02	-4.236193356319303133e-02	-1.339639021262911123e-01
-3.390000000000000000e+02	-3.156564716579444291e-02	-1.370051872857378505e-01
-3.380000000000000000e+02	-2.054350054253454780e-02	-1.391791061358827464e-01
-3.370000000000000000e+02	-9.364931332228668137e-03	-1.404681462863562325e-01
-3.360000000000000000e+02	1.899149182598999222e-03	-1.408603304058445305e-01
-3.350000000000000000e+02	1.317684398815979416e-02	-1.403493526573938721e-01
-3.340000000000000000e+02	2.439572278934488275e-02	-1.389346655249631690e-01
-3.330000000000000000e+02	3.548328251338210559e-02	-1.366215306766787041e-01
-3.320000000000000000e+02	4.636741302377865581e-02	-1.334210330939148981e-01
-3.310000000000000000e+02	5.697686512626700533e-02	-1.293500579184475030e-01
-3.300000000000000000e+02	6.724171789112787234e-02	-1.244312297002507922e-01
-3.290000000000000000e+02	7.709384227667470668e-02	-1.186928139648226743e-01
-3.280000000000000000e+02	8.646693625716940501e-02	-1.121680341366472072e-01
-3.270000000000000000e+02	9.529788366223002072e-02	-1.048963164345804999e-01
-3.260000000000000000e+02	1.035268666234506751e-01	-9.692224424080429779e-02
-3.250000000000000000e+02	1.110973806626566474e-01	-8.829497895558717502e-02
