# # Time 	 h_plus 	 h_cross 
# 
-4.090000000000000000e+02	7.016050819484483114e-02	-1.002916683614739207e-01
-4.080000000000000000e+02	7.725653303275219208e-02	-9.501346683957795358e-02
-4.070000000000000000e+02	8.396124960946207971e-02	-8.922933507392109831e-02
-4.060000000000000000e+02	9.023829159555656065e-02	-8.296790371461429392e-02
-4.050000000000000000e+02	9.605336093527493124e-02	-7.626043887781319697e-02
-4.040000000000000000e+02	1.013744203246937786e-01	-6.914069469917483168e-02
-4.030000000000000000e+02	1.061718753315906288e-01	-6.164475173291074361e-02
-4.020000000000000000e+02	1.104187451103522816e-01	-5.381084191159745539e-02
-4.010000000000000000e+02	1.140908207134934266e-01	-4.567916085978240837e-02
-4.000000000000000000e+02	1.171668100555837422e-01	-3.729166842881779381e-02
-3.990000000000000000e+02	1.196284686450196921e-01	-2.869187839139116999e-02
-3.980000000000000000e+02	1.214607218756455775e-01	-1.992459799747035853e-02
-3.970000000000000000e+02	1.226517787570735596e-01	-1.103537923698394603e-02
-3.960000000000000000e+02	1.231930639499392577e-01	-2.071471720741571969e-03
-3.950000000000000000e+02	1.230795172040080876e-01	6.919663823860068216e-03
-3.940000000000000000e+02	1.223095426935876806e-01	1.589018951108269601e-02
-3.930000000000000000e+02	1.208850397569431190e-01	2.479214296181769112e-02
-3.920000000000000000e+02	1.188114152355888298e-01	3.357769263855003156e-02
-3.910000000000000000e+02	1.160975771735440198e-01	4.219939451352145571e-02
-3.900000000000000000e+02	1.127559097333899057e-01	5.061044871156331060e-02
-3.890000000000000000e+02	1.088022292846818201e-01	5.876495475423516857e-02
-3.880000000000000000e+02	1.042557217205100084e-01	6.661816402413145433e-02
-3.870000000000000000e+02	9.913886115911990649e-02	7.412672806794252944e-02
-3.860000000000000000e+02	9.347731028917800888e-02	8.124894136368768227e-02
-3.850000000000000000e+02	8.729981779401109476e-02	8.794499237884048637e-02
-3.840000000000000000e+02	8.063809775325014861e-02	9.417722034378189777e-02
-3.830000000000000000e+02	7.352653053436442043e-02	9.991016657458617889e-02
-3.820000000000000000e+02	6.600218116576633820e-02	1.051109632687845657e-01
-3.810000000000000000e+02	5.810454661772083973e-02	1.097494690883640267e-01
-3.800000000000000000e+02	4.987535713976685298e-02	1.137984513318641006e-01
-3.790000000000000000e+02	4.135836379704017213e-02	1.172337537821610542e-01
-3.780000000000000000e+02	3.259911322581179882e-02	1.200344491742172393e-01
-3.770000000000000000e+02	2.364471070972149966e-02	1.221829752987492607e-01
-3.760000000000000000e+02	1.454357275476556022e-02	1.236652538355671599e-01
-3.750000000000000000e+02	5.345170412029580376e-03	1.244707910942196988e-01
-3.740000000000000000e+02	-3.900273018819725400e-03	1.245927587494411598e-01
-3.730000000000000000e+02	-1.314205427431297361e-02	1.240280421097118835e-01
-3.720000000000000000e+02	-2.232902572656044610e-02	1.227773111533450451e-01
-3.710000000000000000e+02	-3.141019839964653143e-02	1.208450354055016218e-01
-3.700000000000000000e+02	-4.033490353413524826e-02	1.182394799432302246e-01
-3.690000000000000000e+02	-4.905307550466705968e-02	1.149726855821337768e-01
-3.680000000000000000e+02	-5.751553379461725457e-02	1.110604279571014569e-01
-3.670000000000000000e+02	-6.567432357373076401e-02	1.065222546460607850e-01
-3.660000000000000000e+02	-7.348297190521692335e-02	1.013813017162263769e-01
-3.650000000000000000e+02	-8.089648670748922354e-02	9.566385615915323770e-02
